0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
0,0.30264857642911114,0.42585741728865245,-0.20647983032865122,1.9201084965207054,-0.447769967510499,-0.2616844083628308,-0.536728567658624,-0.3985745744195348,-0.16672548421290542,-0.3906258499170165,-0.45569815854506757,-0.9194070070543457,-0.3840893203649331,0.18258602330237747,-0.8425717238796165,-0.7584231766482599,0.00518979225307703,-0.016120513901114464,-0.017466478049755096,0.028209054842591286,-0.023328810930252075,-0.03218488395214081,-0.00041774113196879625,0.024927783757448196,-0.008579329587519169,-0.010093341581523418,-0.011680523864924908,0.011856524273753166,-0.0007954597240313888,0.022194361314177513,0.002673025941476226,1.0
0,0.2902241801305053,0.42585741728865245,-1.6283009497017167,-1.1654440049293564,-0.447769967510499,-0.2616844083628308,-0.536728567658624,-0.3985745744195348,-0.16672548421290542,-0.3906258499170165,-0.45569815854506757,-0.9194070070543457,-0.3840893203649331,0.18258602330237747,-0.8425717238796165,-0.8029382924367108,-0.022581910714507103,-0.013992530293762684,0.02508178912103176,0.010233950801193714,-0.01155778206884861,-0.011975903995335102,0.017554033547639847,-0.0056773703545331955,-0.02266314998269081,-0.014845399186015129,-0.02598932571709156,-0.0044442592188715935,0.009013493545353413,-0.026046475395560265,0.015977652743458748,0.9
0,0.1535558208458415,0.42585741728865245,-1.1671697758509927,-1.126191141128001,-0.447769967510499,-0.2616844083628308,-0.536728567658624,-0.3985745744195348,-0.16672548421290542,-0.3906258499170165,-0.45569815854506757,-0.8857028856791941,-0.3840893203649331,0.18258602330237747,-0.8425717238796165,-0.8251958503309362,-0.004531308077275753,0.0026445984840393066,0.023448510095477104,-0.02051287144422531,0.022926611825823784,-0.0030564169865101576,0.005399529356509447,-0.03226136043667793,0.009624656289815903,-0.02958536148071289,-0.0292461309581995,0.024799220263957977,-0.016248004510998726,0.005059015937149525,-0.006855746265500784,0.8500000000000001
0,0.1287070282486299,0.42585741728865245,-1.2055973736718864,-1.126191678390745,-0.447769967510499,-0.2616844083628308,-0.536728567658624,-0.3985745744195348,-0.16672548421290542,-0.3906258499170165,-0.45569815854506757,-0.9194070070543457,-0.3840893203649331,0.18258602330237747,-0.8425717238796165,-0.8474534082251616,0.10674558579921722,-0.10269757360219955,-0.07748529314994812,-0.033509332686662674,0.03949671611189842,-0.09834068268537521,-0.04531686380505562,0.0026870365254580975,0.07000655680894852,-0.029203126206994057,-0.06705763190984726,-0.04654638469219208,-0.04001861810684204,0.15323249995708466,0.09014582633972168,0.8
0,0.46416572831098657,0.42585741728865245,-0.24490742814954491,-0.542363476844656,-0.37699348803292443,-0.2616844083628308,-0.536728567658624,-0.3985745744195348,-0.16672548421290542,-0.3906258499170165,-0.45569815854506757,-0.8519987643040424,-0.3840893203649331,0.18258602330237747,-0.8425717238796165,-0.869710966119387,-0.011741594411432743,-0.025837015360593796,-0.024510499089956284,-0.007369230035692453,0.018015770241618156,0.02946024015545845,0.0187887791544199,-0.009205222129821777,0.004320148844271898,-0.006183798890560865,0.01468255091458559,0.01849197968840599,-0.028051795437932014,0.01176360435783863,0.0003036538837477565,0.75
0,-0.032810123633245536,0.42585741728865245,-0.5907558085375878,-0.640645577425538,-0.447769967510499,-0.2616844083628308,-0.536728567658624,-0.3985745744195348,-0.16672548421290542,-0.3906258499170165,-0.45569815854506757,-0.8857028856791941,-0.3840893203649331,0.18258602330237747,-0.8425717238796165,-0.8919685240136125,-0.02211322821676731,0.012653084471821785,0.00487879104912281,-0.029570257291197777,-0.0015453100204467773,0.029134957119822502,-0.021184872835874557,0.0028783997986465693,-0.00460254168137908,0.008658504113554955,-0.017195923253893852,-0.024018030613660812,0.01432929839938879,0.024267621338367462,0.027916578575968742,0.7000000000000001
0,0.38961935051935176,0.42585741728865245,-0.6291834063584815,-0.6418350771409286,-0.30621700855534983,-0.2616844083628308,-0.536728567658624,-0.3985745744195348,-0.16672548421290542,-0.3906258499170165,-0.45569815854506757,-0.9194070070543457,-0.3840893203649331,0.18258602330237747,-0.8425717238796165,-0.9142260819078378,-0.012903725728392601,0.007336445618420839,0.005518841557204723,-0.01866028644144535,-0.00614011287689209,0.0032088677398860455,-0.0075067756697535515,-0.029058005660772324,-0.02851773053407669,-0.0042336503975093365,0.003003807971253991,0.014065190218389034,-0.03252006694674492,0.02458968572318554,0.027888992801308632,0.65
0,0.1659802171444473,0.42585741728865245,-0.9750317867465245,-1.0202243924309777,-0.447769967510499,-0.2616844083628308,-0.536728567658624,-0.3985745744195348,-0.16672548421290542,-0.3906258499170165,-0.45569815854506757,-0.5486616719276778,-0.3840893203649331,0.18258602330237747,-0.8425717238796165,-0.9364836398020633,0.01238394994288683,-0.028205815702676773,0.018763048574328423,0.020502464845776558,-0.016422918066382408,0.00891011580824852,-0.02444201335310936,0.023450840264558792,-0.014826883561909199,-0.03129829093813896,-0.0039197346195578575,0.004781349562108517,-0.026400959119200706,-0.010050318203866482,-0.00705718994140625,0.6000000000000001
0,0.21567780233887052,0.42585741728865245,-1.0903145802092054,-1.0202266310257448,-0.447769967510499,-0.2616844083628308,-0.536728567658624,-0.3985745744195348,-0.16672548421290542,-0.3906258499170165,-0.45569815854506757,-0.5823657933028294,-0.3840893203649331,0.18258602330237747,-0.8425717238796165,-0.9587411976962887,0.02270621433854103,-0.024951966479420662,-0.02224433608353138,0.01890852116048336,0.0213162824511528,0.031104978173971176,0.01540958508849144,0.016991345211863518,0.004971996881067753,-0.026232384145259857,0.032035816460847855,0.007094951346516609,-0.031030336394906044,-0.00692400336265564,-0.0013767917407676578,0.55
0,0.37719495422074595,0.42585741728865245,-1.3208801671345674,-1.1261933797227681,-0.30621700855534983,-0.2616844083628308,-0.536728567658624,-0.3985745744195348,-0.16672548421290542,-0.3906258499170165,-0.45569815854506757,-0.616069914677981,-0.3840893203649331,0.18258602330237747,-0.8425717238796165,-0.9809987555905141,-0.013388816267251968,0.009172582998871803,-0.00947570614516735,-0.01797422580420971,-0.017186712473630905,0.028297321870923042,-0.009541141800582409,0.0007796327117830515,-0.024243799969553947,-0.0305459164083004,-0.022003531455993652,0.009386285208165646,0.030616911128163338,-0.022941358387470245,-0.0043554226867854595,0.5
